"filename", "language", "C++", "Markdown", "C", "PostCSS", "Python", "Batch", "HTML", "JSON", "PowerShell", "JavaScript", "XML", "pip requirements", "Properties", "Database", "CMake", "YAML", "Ini", "comment", "blank", "total"
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\forms.py", "Python", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\models.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\urls.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\dash_board\views.py", "Python", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34, 148
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\db.sqlite3", "Database", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1128, 0, 0, 0, 0, 92, 1220
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\delete_db_taeble.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 14
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\delete_taskboard.py", "Python", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 33
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\functions\classroom.py", "Python", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 51
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\functions\context_processors.py", "Python", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\functions\database.py", "Python", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 110
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\functions\function.py", "Python", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 123
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\manage.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 23
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\mockup_score.html", "HTML", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 78
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\not_in_use\GCAPItest.py", "Python", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 22, 235
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\not_in_use\for_update_data.py", "Python", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37, 202
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\admin.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\forms.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\management\commands\create_threads.py", "Python", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 46
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\migrations\0002_alter_post_author.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 22
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\models.py", "Python", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\templatetags\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\templatetags\custom_filters.py", "Python", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\urls.py", "Python", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\question_board\views.py", "Python", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 114
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 173
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score.css", "PostCSS", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 97
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 8, 14, 93
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\models.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\urls.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\score_board\views.py", "Python", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 16
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\base\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 7, 8, 54
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\base\script2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 6
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\base\styles.css", "PostCSS", 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54, 317
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\question_board\styles.css", "PostCSS", 0, 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 73, 476
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\question_board\thread_detail_part2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 20, 61, 357
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\question_board\thread_detail_script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 17, 70, 352
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\question_board\thread_detail_script2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 22, 59, 358
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\task_board\data.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\task_board\index_script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 0, 0, 0, 40, 97, 559
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\task_board\index_styles.css", "PostCSS", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 148
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\common_script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 4, 19
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\common_style.css", "PostCSS", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\sidebar_func.css", "PostCSS", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\sidebar_func.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 9, 21, 114
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\taskbar_func.css", "PostCSS", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 166
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\taskbar_func.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 0, 23, 70, 408
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\test.css", "PostCSS", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\thread_func.css", "PostCSS", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 66
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\thread_func.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 23, 12, 82
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\timetable_func.css", "PostCSS", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 170
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\static\widgets_test\timetable_func.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 28, 78, 437
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\admin.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\apps.py", "Python", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 80
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\migrations\0002_rename_course_id_coursework_course_and_more.py", "Python", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 37
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\models.py", "Python", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 69
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\signals.py", "Python", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\update.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 20
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\urls.py", "Python", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\utils.py", "Python", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\task_board\views.py", "Python", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\base.html", "HTML", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 79
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\base_old.html", "HTML", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 116
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\dash_board\frontpage.html", "HTML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\dash_board\login.html", "HTML", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 89
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\header.html", "HTML", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\home.html", "HTML", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\menu-button.html", "HTML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 23
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\mypage\index.html", "HTML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\question_board\index.html", "HTML", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 101
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\question_board\thread_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 132
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\score_board\index.html", "HTML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\task_board\index.html", "HTML", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\templates\widgets_test\index.html", "HTML", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\test.html", "HTML", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 85
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\models.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\urls.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\widgets_test\views.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 12
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\pyvenv.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\share\jupyter\kernels\python3\kernel.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\share\jupyter\kernels\python3\logo-svg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 1, 2, 266
"c:\Users\sd23097\Desktop\Tirobot_works\README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\sd23097\Desktop\Tirobot_works\Training\BunaiRobocon\ルール.md", "Markdown", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47
"c:\Users\sd23097\Desktop\Tirobot_works\Training\Intro\README.md", "Markdown", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\sd23097\Desktop\Tirobot_works\Training\Intro\main\main.ino", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 74
"c:\Users\sd23097\Desktop\Tirobot_works\Training\Intro\main\myBLEController.cpp", "C++", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 116
"c:\Users\sd23097\Desktop\Tirobot_works\Training\Intro\main\myBLEController.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 51
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\Sab.h", "C++", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 247
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\honban3.c", "C", 0, 0, 914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 41, 1005
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\robocup 2017\2017_main3.c", "C", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 197
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\robocup 2017\Mc.c", "C", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 65
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\robocup 2017\Mh.c", "C", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 190
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\robocup 2017\S_UMX.h", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 107
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\robocup 2017\cps_test.c", "C", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 171
"c:\Users\sd23097\Desktop\Tirobot_works\WRO2017\Lego-20250607T115704Z-1-001\Lego\robocup 2017\drivers\DriverTemplate.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 9, 48
